tenant,application,list_count,sql_count,difference,status
alsumri,observations,34,35,-1,FAIL
alsumri,actionmanagements,15,15,0,PASS
alsumri,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
alsumri,auditsmanagements,5,5,0,PASS
alsumri,communications,-1,-1,0,SQL_NOT_CONFIGURED
alsumri,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
alsumri,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
alsumri,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
alsumri,hseplandetails,-1,-1,0,ERROR
alsumri,incidentmanagement,2,2,0,PASS
alsumri,inspectionmanagements,9,9,0,PASS
alsumri,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
alsumri,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
alsumri,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
alsumri,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
alsumri,nonconformances,-1,-1,0,ERROR
alsumri,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
alsumri,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
alsumri,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
barik,observations,99,99,0,PASS
barik,actionmanagements,283,287,-4,FAIL
barik,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
barik,auditsmanagements,101,5,96,FAIL
barik,communications,-1,-1,0,SQL_NOT_CONFIGURED
barik,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
barik,emergency_response_drills,-1,-1,0,SQL_NOT_CONFIGURED
barik,hsemonthlystatistics,-1,-1,0,SQL_NOT_CONFIGURED
barik,hseplandetails,-1,-1,0,ERROR
barik,incidentmanagement,64,66,-2,FAIL
barik,inspectionmanagements,109,109,0,PASS
barik,vehicle_inspections,-1,-1,0,SQL_NOT_CONFIGURED
barik,legal_register,-1,-1,0,SQL_NOT_CONFIGURED
barik,managementofchanges,-1,-1,0,SQL_NOT_CONFIGURED
barik,meetingmanagements,-1,-1,0,SQL_NOT_CONFIGURED
barik,nonconformances,-1,-1,0,ERROR
barik,permittoworks,-1,-1,0,SQL_NOT_CONFIGURED
barik,riskmanagements,-1,-1,0,SQL_NOT_CONFIGURED
barik,surveymanagements,-1,-1,0,SQL_NOT_CONFIGURED
oneic,observations,9,9,0,PASS
oneic,actionmanagements,19,19,0,PASS
oneic,eightdreports,-1,-1,0,SQL_NOT_CONFIGURED
oneic,auditsmanagements,18,18,0,PASS
oneic,communications,-1,-1,0,SQL_NOT_CONFIGURED
oneic,customercomplaints,-1,-1,0,SQL_NOT_CONFIGURED
